2023-06-20 08:26:45,540 INFO    StreamThr :1940153 [internal.py:wandb_internal():86] W&B internal server running at pid: 1940153, started at: 2023-06-20 08:26:45.540342
2023-06-20 08:26:45,609 DEBUG   HandlerThread:1940153 [system_monitor.py:probe():210] {'os': 'Linux-5.19.0-43-generic-x86_64-with-glibc2.35', 'python': '3.10.11', 'heartbeatAt': '2023-06-20T00:26:45.607089', 'startedAt': '2023-06-20T00:26:45.537740', 'docker': None, 'cuda': None, 'args': ('--local_rank=0', '--deepspeed', '--deepspeed_config', 'deepspeed.json'), 'state': 'running', 'program': '/disk/models/Bloom-Lora/trainer/deepspeed_finetune_lora.py', 'codePath': 'trainer/deepspeed_finetune_lora.py', 'git': {'remote': 'https://github.com/Macielyoung/Bloom-Lora.git', 'commit': '3f715ad07e4d356913ca0270ba825dbbfe6ae748'}, 'email': None, 'root': '/disk/models/Bloom-Lora', 'host': 'king-System-Product-Name', 'username': 'root', 'executable': '/disk/miniconda3/envs/seanc/bin/python', 'cpu_count': 24, 'cpu_count_logical': 32, 'cpu_freq': {'current': 3630.59584375, 'min': 800.0, 'max': 4937.5}, 'cpu_freq_per_core': [{'current': 5493.226, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 5500.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 5501.187, 'min': 800.0, 'max': 5800.0}, {'current': 5555.319, 'min': 800.0, 'max': 5800.0}, {'current': 3000.0, 'min': 800.0, 'max': 5800.0}, {'current': 5538.09, 'min': 800.0, 'max': 5800.0}, {'current': 5500.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 5500.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 4294.148, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 4297.097, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}], 'disk': {'total': 108.98257827758789, 'used': 75.69881820678711}, 'gpu': 'NVIDIA GeForce RTX 4090', 'gpu_count': 2, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}, {'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}], 'memory': {'total': 125.61557388305664}}
2023-06-20 08:26:45,609 INFO    HandlerThread:1940153 [system_monitor.py:probe():211] Finished collecting system info
2023-06-20 08:26:45,609 INFO    HandlerThread:1940153 [system_monitor.py:probe():214] Publishing system info
2023-06-20 08:26:45,609 DEBUG   HandlerThread:1940153 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-06-20 08:26:45,609 DEBUG   HandlerThread:1940153 [system_info.py:_save_pip():67] Saving pip packages done
2023-06-20 08:26:45,609 DEBUG   HandlerThread:1940153 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-06-20 08:26:46,822 DEBUG   HandlerThread:1940153 [system_info.py:_save_conda():86] Saving conda packages done
2023-06-20 08:26:46,822 INFO    HandlerThread:1940153 [system_monitor.py:probe():216] Finished publishing system info
2023-06-20 08:26:50,543 DEBUG   HandlerThread:1940153 [handler.py:handle_request():144] handle_request: status_report
2023-06-20 08:26:50,543 DEBUG   SenderThread:1940153 [sender.py:send_request():396] send_request: status_report
2023-06-20 08:26:55,546 DEBUG   HandlerThread:1940153 [handler.py:handle_request():144] handle_request: status_report
2023-06-20 08:26:55,546 DEBUG   SenderThread:1940153 [sender.py:send_request():396] send_request: status_report
2023-06-20 08:27:00,550 DEBUG   HandlerThread:1940153 [handler.py:handle_request():144] handle_request: status_report
2023-06-20 08:27:00,551 DEBUG   SenderThread:1940153 [sender.py:send_request():396] send_request: status_report
2023-06-20 08:27:05,552 DEBUG   HandlerThread:1940153 [handler.py:handle_request():144] handle_request: status_report
2023-06-20 08:27:05,552 DEBUG   SenderThread:1940153 [sender.py:send_request():396] send_request: status_report
2023-06-20 08:27:10,555 DEBUG   HandlerThread:1940153 [handler.py:handle_request():144] handle_request: status_report
2023-06-20 08:27:10,556 DEBUG   SenderThread:1940153 [sender.py:send_request():396] send_request: status_report
2023-06-20 08:27:15,558 DEBUG   HandlerThread:1940153 [handler.py:handle_request():144] handle_request: status_report
2023-06-20 08:27:15,558 DEBUG   SenderThread:1940153 [sender.py:send_request():396] send_request: status_report
2023-06-20 08:27:20,559 DEBUG   HandlerThread:1940153 [handler.py:handle_request():144] handle_request: status_report
2023-06-20 08:27:20,559 DEBUG   SenderThread:1940153 [sender.py:send_request():396] send_request: status_report
2023-06-20 08:27:25,560 DEBUG   HandlerThread:1940153 [handler.py:handle_request():144] handle_request: status_report
2023-06-20 08:27:25,560 DEBUG   SenderThread:1940153 [sender.py:send_request():396] send_request: status_report
2023-06-20 08:27:30,563 DEBUG   HandlerThread:1940153 [handler.py:handle_request():144] handle_request: status_report
2023-06-20 08:27:30,563 DEBUG   SenderThread:1940153 [sender.py:send_request():396] send_request: status_report
2023-06-20 08:27:35,569 DEBUG   HandlerThread:1940153 [handler.py:handle_request():144] handle_request: status_report
2023-06-20 08:27:35,569 DEBUG   SenderThread:1940153 [sender.py:send_request():396] send_request: status_report
2023-06-20 08:27:40,571 DEBUG   HandlerThread:1940153 [handler.py:handle_request():144] handle_request: status_report
2023-06-20 08:27:40,571 DEBUG   SenderThread:1940153 [sender.py:send_request():396] send_request: status_report
2023-06-20 08:27:45,574 DEBUG   HandlerThread:1940153 [handler.py:handle_request():144] handle_request: status_report
2023-06-20 08:27:45,574 DEBUG   SenderThread:1940153 [sender.py:send_request():396] send_request: status_report
2023-06-20 08:27:45,593 DEBUG   SystemMonitor:1940153 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-06-20 08:27:50,580 DEBUG   HandlerThread:1940153 [handler.py:handle_request():144] handle_request: status_report
2023-06-20 08:27:50,580 DEBUG   SenderThread:1940153 [sender.py:send_request():396] send_request: status_report
2023-06-20 08:27:55,581 DEBUG   HandlerThread:1940153 [handler.py:handle_request():144] handle_request: status_report
2023-06-20 08:27:55,581 DEBUG   SenderThread:1940153 [sender.py:send_request():396] send_request: status_report
2023-06-20 08:28:00,585 DEBUG   HandlerThread:1940153 [handler.py:handle_request():144] handle_request: status_report
2023-06-20 08:28:00,585 DEBUG   SenderThread:1940153 [sender.py:send_request():396] send_request: status_report
2023-06-20 08:28:05,586 DEBUG   HandlerThread:1940153 [handler.py:handle_request():144] handle_request: status_report
2023-06-20 08:28:05,586 DEBUG   SenderThread:1940153 [sender.py:send_request():396] send_request: status_report
2023-06-20 08:28:10,587 DEBUG   HandlerThread:1940153 [handler.py:handle_request():144] handle_request: status_report
2023-06-20 08:28:10,588 DEBUG   SenderThread:1940153 [sender.py:send_request():396] send_request: status_report
2023-06-20 08:28:15,589 DEBUG   HandlerThread:1940153 [handler.py:handle_request():144] handle_request: status_report
2023-06-20 08:28:15,589 DEBUG   SenderThread:1940153 [sender.py:send_request():396] send_request: status_report
2023-06-20 08:28:20,592 DEBUG   HandlerThread:1940153 [handler.py:handle_request():144] handle_request: status_report
2023-06-20 08:28:20,592 DEBUG   SenderThread:1940153 [sender.py:send_request():396] send_request: status_report
2023-06-20 08:28:25,593 DEBUG   HandlerThread:1940153 [handler.py:handle_request():144] handle_request: status_report
2023-06-20 08:28:25,594 DEBUG   SenderThread:1940153 [sender.py:send_request():396] send_request: status_report
2023-06-20 08:28:30,595 DEBUG   HandlerThread:1940153 [handler.py:handle_request():144] handle_request: status_report
2023-06-20 08:28:30,595 DEBUG   SenderThread:1940153 [sender.py:send_request():396] send_request: status_report
2023-06-20 08:28:35,596 DEBUG   HandlerThread:1940153 [handler.py:handle_request():144] handle_request: status_report
2023-06-20 08:28:35,596 DEBUG   SenderThread:1940153 [sender.py:send_request():396] send_request: status_report
2023-06-20 08:28:40,598 DEBUG   HandlerThread:1940153 [handler.py:handle_request():144] handle_request: status_report
2023-06-20 08:28:40,598 DEBUG   SenderThread:1940153 [sender.py:send_request():396] send_request: status_report
2023-06-20 08:28:45,603 DEBUG   HandlerThread:1940153 [handler.py:handle_request():144] handle_request: status_report
2023-06-20 08:28:45,603 DEBUG   SenderThread:1940153 [sender.py:send_request():396] send_request: status_report
2023-06-20 08:28:50,604 DEBUG   HandlerThread:1940153 [handler.py:handle_request():144] handle_request: status_report
2023-06-20 08:28:50,605 DEBUG   SenderThread:1940153 [sender.py:send_request():396] send_request: status_report
2023-06-20 08:28:55,606 DEBUG   HandlerThread:1940153 [handler.py:handle_request():144] handle_request: status_report
2023-06-20 08:28:55,606 DEBUG   SenderThread:1940153 [sender.py:send_request():396] send_request: status_report
2023-06-20 08:29:00,608 DEBUG   HandlerThread:1940153 [handler.py:handle_request():144] handle_request: status_report
2023-06-20 08:29:00,608 DEBUG   SenderThread:1940153 [sender.py:send_request():396] send_request: status_report
